,Pond.ID,AKAs,Year,Depth,RASY.Count.1,RASY.Count.2,Avg.RASY.Count,Area,Canopy,RASYdens,growthrate2,RASYdens_t2,gr_t2,totalSummerPrecip_mm,avgMaxSummerTemp_C,avgMinSummerTemp_C,avgMax_MinSummerTemp_C,summer_mm_t1,summer_mm_t2,WY.x,avgMaxTemp_C.x,days_thawed.x,avgMinTemp_C.x,avgMax_MinTemp_C.x,winter_mm_t2.x,winter_maxtemp_t1.x,spfaPDSI,spfaPDSIlag,sum,count,prop,min,max,avg,avg_dens,depth,wEggs
14,A10,A021800-010,2013,62,263,252,258,1500,66,0.172,0.401618935,0.073869849,-0.063741216,151.384,28.24074074,17.42592593,10.81481481,137.16,401.066,2013,8.401234568,161,-1.530864198,9.932098765,499.872,11.2973138,-0.161428571,1.992857143,21,20,0.952380952,0,475,182.2857143,0.12152381,55.68421053,0
15,A10,A021800-010,2014,53,191,194,189,1500,66,0.126,0.255412812,0.072630691,0.459196891,162.56,27.46415771,15.45698925,12.00716846,151.384,137.16,2014,6.95970696,139,-4.792429792,11.75213675,466.852,8.401234568,-1.127142857,-1.994285714,21,20,0.952380952,0,475,182.2857143,0.12152381,55.68421053,0
16,A10,A021800-010,2015,13,235,218,227,1500,66,0.151333333,-0.063741216,0.158711691,-0.109929738,86.106,29.06810036,16.87275986,12.1953405,162.56,151.384,2015,6.48046398,140,-4.618437118,11.0989011,406.654,6.95970696,-2.591428571,-0.161428571,21,20,0.952380952,0,475,182.2857143,0.12152381,55.68421053,0
17,A10,A021800-010,2016,35,488,462,475,1500,66,0.316666667,0.459196891,0.11867153,-1.225922894,169.418,29.40898345,17.39952719,12.00945626,86.106,162.56,2016,11.45112325,169,-0.230722526,11.68184578,464.566,6.48046398,-3.891428571,-1.127142857,21,20,0.952380952,0,475,182.2857143,0.12152381,55.68421053,0
18,A10,A021800-010,2017,65,169,194,182,1500,66,0.121333333,-0.109929738,0.140920691,-0.051770339,164.084,27.79569892,15.91397849,11.88172043,169.418,86.106,2017,9.691697192,166,-1.510989011,11.2026862,483.87,11.45112325,-2.134285714,-2.591428571,21,20,0.952380952,0,475,182.2857143,0.12152381,55.68421053,0
19,A10,A021800-010,2018,NA,37,43,40,1500,66,0.026666667,-1.225922894,0.27510329,1.084875161,168.656,29.56989247,18.53942652,11.03046595,164.084,169.418,2018,9.014041514,156,-1.929181929,10.94322344,403.606,9.691697192,1.014285714,-3.891428571,21,20,0.952380952,0,475,182.2857143,0.12152381,55.68421053,0
20,A10,A021800-010,2019,76,158,169,164,1500,66,0.109333333,-0.051770339,0.114518453,NA,185.166,29.10394265,16.59498208,12.50896057,168.656,164.084,2019,7.295482295,160,-2.683150183,9.978632479,423.164,9.014041514,2.084285714,-2.134285714,21,20,0.952380952,0,475,182.2857143,0.12152381,55.68421053,0
21,AA006,AA0119010006,2005,68,32,32,32,250,0,0.128,NA,NA,NA,87.122,28.46994536,16.70309654,11.76684882,175.768,133.35,2005,6.830808081,142,-4.185606061,11.01641414,530.352,6.869244936,0.041428571,1.302857143,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,18.01294956
22,AA006,AA0119010006,2006,66,28,32,30,250,0,0.12,NA,NA,NA,136.906,27.92843691,16.56308851,11.3653484,87.122,175.768,2006,8.482905983,157,-2.545787546,11.02869353,485.394,6.830808081,3.147142857,0.134285714,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,16.51187043
23,AA006,AA0119010006,2007,70,14,13,13,250,0,0.052,-0.428725116,0.120446153,0.309519604,125.476,27.79599271,15.6284153,12.16757741,136.906,87.122,2007,8.443223443,155,-2.432844933,10.87606838,491.998,8.482905983,-1.39,0.041428571,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,23.01654666
24,AA006,AA0119010006,2008,70,14,14,14,250,0,0.056,-0.362968502,0.113328685,-1.354025101,157.48,27.58333333,15.97222222,11.61111111,125.476,136.906,2008,8.533697632,160,-2.143290832,10.67698846,718.566,8.443223443,2.171428571,3.147142857,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,1.00071942
25,AA006,AA0119010006,2009,60,23,27,25,250,0,0.1,0.309519604,0.050693114,-1.629048269,291.338,27.1953405,16.69354839,10.50179211,157.48,125.476,2009,7.682539683,144,-3.857142857,11.53968254,617.22,8.533697632,1.68,-1.39,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,16.51187043
26,AA006,AA0119010006,2010,NA,0,0,0,250,0,0,-1.354025101,0.054488185,NA,159.258,29.01433692,16.69354839,12.32078853,291.338,157.48,2010,8.623321123,157,-1.184371184,9.807692308,607.314,7.682539683,-1.4,2.171428571,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,5.50395681
27,AA006,AA0119010006,2011,19,0,0,0,250,0,0,-1.629048269,0.09531018,1.716993602,401.066,28.57526882,16.87275986,11.70250896,159.258,291.338,2011,7.155067155,148,-4.13003663,11.28510379,420.624,8.623321123,1.992857143,1.68,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,3.50251797
28,AA006,AA0119010006,2012,24,-9999,-9999,NA,250,0,NA,NA,0,NA,137.16,29.24731183,17.27598566,11.97132616,401.066,159.258,2012,11.2973138,172,-0.451770452,11.74908425,714.248,7.155067155,-1.994285714,-1.4,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,14.01007188
29,AA006,AA0119010006,2012,71,30,31,30,250,0,0.12,1.716993602,0,-1.716993602,137.16,29.24731183,17.27598566,11.97132616,401.066,159.258,2012,11.2973138,172,-0.451770452,11.74908425,714.248,7.155067155,-1.994285714,-1.4,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,14.01007188
30,AA006,AA0119010006,2013,72,28,-9999,28,250,0,0.112,NA,NA,-1.683647915,151.384,28.24074074,17.42592593,10.81481481,137.16,401.066,2013,8.401234568,161,-1.530864198,9.932098765,499.872,11.2973138,-0.161428571,1.992857143,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,14.51043159
31,AA006,AA0119010006,2014,23,0,0,0,250,0,0,-1.716993602,0.113328685,1.716993602,162.56,27.46415771,15.45698925,12.00716846,151.384,137.16,2014,6.95970696,139,-4.792429792,11.75213675,466.852,8.401234568,-1.127142857,-1.994285714,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,0
32,AA006,AA0119010006,2015,15,0,0,0,250,0,0,-1.683647915,0.106160196,1.242453325,86.106,29.06810036,16.87275986,12.1953405,162.56,151.384,2015,6.48046398,140,-4.618437118,11.0989011,406.654,6.95970696,-2.591428571,-0.161428571,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,0.50035971
33,AA006,AA0119010006,2016,48,32,28,30,250,0,0.12,1.716993602,0,-0.219127465,169.418,29.40898345,17.39952719,12.00945626,86.106,162.56,2016,11.45112325,169,-0.230722526,11.68184578,464.566,6.48046398,-3.891428571,-1.127142857,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,9.50683449
34,AA006,AA0119010006,2017,47,10,12,11,250,0,0.044,1.242453325,0,0.49816672,164.084,27.79569892,15.91397849,11.88172043,169.418,86.106,2017,9.691697192,166,-1.510989011,11.2026862,483.87,11.45112325,-2.134285714,-2.591428571,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,3.50251797
35,AA006,AA0119010006,2018,53,17,21,19,250,0,0.076,-0.219127465,0.113328685,NA,168.656,29.56989247,18.53942652,11.03046595,164.084,169.418,2018,9.014041514,156,-1.929181929,10.94322344,403.606,9.691697192,1.014285714,-3.891428571,15,11,0.733333333,0,32,17.56666667,0.070266667,50.63333333,4.00287768
36,Atwood,,2012,43,194,203,198,538,0,0.36802974,NA,NA,NA,137.16,29.24731183,17.27598566,11.97132616,401.066,159.258,2012,11.2973138,172,-0.451770452,11.74908425,714.248,7.155067155,-1.994285714,-1.4,9,9,1,19,290,143.8888889,0.267451466,65.77777778,0
37,Atwood,,2013,69,118,105,111,538,0,0.206319703,NA,NA,NA,151.384,28.24074074,17.42592593,10.81481481,137.16,401.066,2013,8.401234568,161,-1.530864198,9.932098765,499.872,11.2973138,-0.161428571,1.992857143,9,9,1,19,290,143.8888889,0.267451466,65.77777778,0
38,Atwood,,2014,84,326,283,290,538,0,0.539033457,0.190009221,0.313371559,-1.338795497,162.56,27.46415771,15.45698925,12.00716846,151.384,137.16,2014,6.95970696,139,-4.792429792,11.75213675,466.852,8.401234568,-1.127142857,-1.994285714,9,9,1,19,290,143.8888889,0.267451466,65.77777778,0
39,Atwood,,2015,80,193,200,197,538,0,0.366171004,0.28488408,0.187574157,0.048114016,86.106,29.06810036,16.87275986,12.1953405,162.56,151.384,2015,6.48046398,140,-4.618437118,11.0989011,406.654,6.95970696,-2.591428571,-0.161428571,9,9,1,19,290,143.8888889,0.267451466,65.77777778,0
40,Atwood,,2016,35,19,19,19,538,0,0.035315985,-1.338795497,0.431154594,0.804718956,169.418,29.40898345,17.39952719,12.00945626,86.106,162.56,2016,11.45112325,169,-0.230722526,11.68184578,464.566,6.48046398,-3.891428571,-1.127142857,9,9,1,19,290,143.8888889,0.267451466,65.77777778,0
41,Atwood,,2017,79,219,214,217,538,0,0.403345725,0.048114016,0.312011939,-0.394687606,164.084,27.79569892,15.91397849,11.88172043,169.418,86.106,2017,9.691697192,166,-1.510989011,11.2026862,483.87,11.45112325,-2.134285714,-2.591428571,9,9,1,19,290,143.8888889,0.267451466,65.77777778,0
42,Atwood,,2018,90,99,99,99,538,0,0.18401487,0.804718956,0.03470668,-0.200238783,168.656,29.56989247,18.53942652,11.03046595,164.084,169.418,2018,9.014041514,156,-1.929181929,10.94322344,403.606,9.691697192,1.014285714,-3.891428571,9,9,1,19,290,143.8888889,0.267451466,65.77777778,0
43,Atwood,,2019,25,98,98,98,538,0,0.182156134,-0.394687606,0.338859189,NA,185.166,29.10394265,16.59498208,12.50896057,168.656,164.084,2019,7.295482295,160,-2.683150183,9.978632479,423.164,9.014041514,2.084285714,-2.134285714,9,9,1,19,290,143.8888889,0.267451466,65.77777778,0
44,Blacksmith,YM-60,2000,67,133,135,134,361,77,0.371191136,NA,NA,NA,154.686,26.03046595,14.88351254,11.14695341,149.098,113.284,2000,9.352363413,157,-2.387968079,11.74033149,0,8.925518926,0.94,0.13,21,21,1,61,418,188.2619048,0.521501121,65.33333333,45.85278311
45,Blacksmith,YM-60,2001,69,78,80,80,361,77,0.221606648,NA,NA,NA,176.53,28.25268817,15.69892473,12.55376344,154.686,149.098,2001,6.993284493,153,-3.788156288,10.78144078,581.66,9.352363413,-0.93,-0.534285714,21,21,1,61,418,188.2619048,0.521501121,65.33333333,43.01492498
46,Blacksmith,YM-60,2002,51,118,131,124,361,77,0.343490305,-0.038480521,0.315679804,0.604778591,144.272,28.38041431,15.60263653,12.77777778,176.53,154.686,2002,10.85635359,176,-1.362799263,12.21915285,448.31,6.993284493,0.424285714,0.94,21,21,1,61,418,188.2619048,0.521501121,65.33333333,29.87029095
47,Blacksmith,YM-60,2003,76,127,97,112,361,77,0.310249307,0.166469332,0.200166917,0.577967285,133.35,28.18996416,17.41039427,10.77956989,144.272,176.53,2003,6.004273504,137,-4.844322344,10.84859585,431.8,10.85635359,1.302857143,-0.93,21,21,1,61,418,188.2619048,0.521501121,65.33333333,29.73139223
48,Blacksmith,YM-60,2004,77,419,416,418,361,77,1.157894737,0.604778591,0.295270933,-0.122428656,175.768,25.80498866,16.02040816,9.784580499,133.35,144.272,2004,6.869244936,148,-3.655616943,10.52486188,303.784,6.004273504,0.134285714,0.424285714,21,21,1,61,418,188.2619048,0.521501121,65.33333333,64.77543662
49,Blacksmith,YM-60,2005,78,354,363,358,361,77,0.991689751,0.577967285,0.27021743,-0.265732128,87.122,28.46994536,16.70309654,11.76684882,175.768,133.35,2005,6.830808081,142,-4.185606061,11.01641414,530.352,6.869244936,0.041428571,1.302857143,21,21,1,61,418,188.2619048,0.521501121,65.33333333,156.6108703
50,Blacksmith,YM-60,2006,70,367,288,327,361,77,0.905817175,-0.122428656,0.769133088,-0.237446807,136.906,27.92843691,16.56308851,11.3653484,87.122,175.768,2006,8.482905983,157,-2.545787546,11.02869353,485.394,6.830808081,3.147142857,0.134285714,21,21,1,61,418,188.2619048,0.521501121,65.33333333,94.22624799
51,Blacksmith,YM-60,2007,75,192,229,210,361,77,0.581717452,-0.265732128,0.688983399,0.102484964,125.476,27.79599271,15.6284153,12.16757741,136.906,87.122,2007,8.443223443,155,-2.432844933,10.87606838,491.998,8.482905983,-1.39,0.041428571,21,21,1,61,418,188.2619048,0.521501121,65.33333333,64.5245089
52,Blacksmith,YM-60,2008,73,206,201,203,361,77,0.56232687,-0.237446807,0.64491088,-0.229153795,157.48,27.58333333,15.97222222,11.61111111,125.476,136.906,2008,8.533697632,160,-2.143290832,10.67698846,718.566,8.443223443,2.171428571,3.147142857,21,21,1,61,418,188.2619048,0.521501121,65.33333333,22.20982147
53,Blacksmith,YM-60,2009,75,258,258,258,361,77,0.71468144,0.102484964,0.458511251,-0.551240383,291.338,27.1953405,16.69354839,10.50179211,157.48,125.476,2009,7.682539683,144,-3.857142857,11.53968254,617.22,8.533697632,1.68,-1.39,21,21,1,61,418,188.2619048,0.521501121,65.33333333,30.58707553
54,Blacksmith,YM-60,2010,76,123,133,128,361,77,0.354570637,-0.229153795,0.446176293,0.11079598,159.258,29.01433692,16.69354839,12.32078853,291.338,157.48,2010,8.623321123,157,-1.184371184,9.807692308,607.314,7.682539683,-1.4,2.171428571,21,21,1,61,418,188.2619048,0.521501121,65.33333333,36.9396565
55,Blacksmith,YM-60,2011,71,81,85,85,361,77,0.235457064,-0.551240383,0.539227314,0.431886349,401.066,28.57526882,16.87275986,11.70250896,159.258,291.338,2011,7.155067155,148,-4.13003663,11.28510379,420.624,8.623321123,1.992857143,1.68,21,21,1,61,418,188.2619048,0.521501121,65.33333333,41.28539831
56,Blacksmith,YM-60,2012,70,160,161,160,361,77,0.443213296,0.11079598,0.303484531,0.167348019,137.16,29.24731183,17.27598566,11.97132616,401.066,159.258,2012,11.2973138,172,-0.451770452,11.74908425,714.248,7.155067155,-1.994285714,-1.4,21,21,1,61,418,188.2619048,0.521501121,65.33333333,56.60547935
57,Blacksmith,YM-60,2013,71,189,211,203,361,77,0.56232687,0.431886349,0.211440994,-0.233044865,151.384,28.24074074,17.42592593,10.81481481,137.16,401.066,2013,8.401234568,161,-1.530864198,9.932098765,499.872,11.2973138,-0.161428571,1.992857143,21,21,1,61,418,188.2619048,0.521501121,65.33333333,124.1623586
58,Blacksmith,YM-60,2014,74,217,230,224,361,77,0.620498615,0.167348019,0.366872083,-0.186337643,162.56,27.46415771,15.45698925,12.00716846,151.384,137.16,2014,6.95970696,139,-4.792429792,11.75213675,466.852,8.401234568,-1.127142857,-1.994285714,21,21,1,61,418,188.2619048,0.521501121,65.33333333,48.48726115
59,Blacksmith,YM-60,2015,74,121,132,127,361,77,0.351800554,-0.233044865,0.446176293,-0.143841036,86.106,29.06810036,16.87275986,12.1953405,162.56,151.384,2015,6.48046398,140,-4.618437118,11.0989011,406.654,6.95970696,-2.591428571,-0.161428571,21,21,1,61,418,188.2619048,0.521501121,65.33333333,119.7423068
60,Blacksmith,YM-60,2016,53,159,148,154,361,77,0.426592798,-0.186337643,0.482733889,-0.458145366,169.418,29.40898345,17.39952719,12.00945626,86.106,162.56,2016,11.45112325,169,-0.230722526,11.68184578,464.566,6.48046398,-3.891428571,-1.127142857,21,21,1,61,418,188.2619048,0.521501121,65.33333333,209.5828931
61,Blacksmith,YM-60,2017,51,97,93,95,361,77,0.263157895,-0.143841036,0.301437448,0.458145366,164.084,27.79569892,15.91397849,11.88172043,169.418,86.106,2017,9.691697192,166,-1.510989011,11.2026862,483.87,11.45112325,-2.134285714,-2.591428571,21,21,1,61,418,188.2619048,0.521501121,65.33333333,107.4910797
62,Blacksmith,YM-60,2018,51,57,65,61,361,77,0.168975069,-0.458145366,0.355288942,0.706083225,168.656,29.56989247,18.53942652,11.03046595,164.084,169.418,2018,9.014041514,156,-1.929181929,10.94322344,403.606,9.691697192,1.014285714,-3.891428571,21,21,1,61,418,188.2619048,0.521501121,65.33333333,74.89334657
63,Blacksmith,YM-60,2019,0,228,250,239,361,77,0.662049861,0.458145366,0.233614851,NA,185.166,29.10394265,16.59498208,12.50896057,168.656,164.084,2019,7.295482295,160,-2.683150183,9.978632479,423.164,9.014041514,2.084285714,-2.134285714,21,21,1,61,418,188.2619048,0.521501121,65.33333333,69.70169408
64,Borrow Pit 1,,2005,40,20,21,20,43,0,0.465116279,NA,NA,NA,87.122,28.46994536,16.70309654,11.76684882,175.768,133.35,2005,6.830808081,142,-4.185606061,11.01641414,530.352,6.869244936,0.041428571,1.302857143,16,6,0.375,0,20,1.9375,0.04505814,40.6875,19.6315989
65,Borrow Pit 1,,2006,41,1,1,1,43,0,0.023255814,NA,NA,NA,136.906,27.92843691,16.56308851,11.3653484,87.122,175.768,2006,8.482905983,157,-2.545787546,11.02869353,485.394,6.830808081,3.147142857,0.134285714,16,6,0.375,0,20,1.9375,0.04505814,40.6875,9.743362647
66,Borrow Pit 1,,2007,48,2,2,2,43,0,0.046511628,-0.972955075,0.381934611,-0.549306144,125.476,27.79599271,15.6284153,12.16757741,136.906,87.122,2007,8.443223443,155,-2.432844933,10.87606838,491.998,8.482905983,-1.39,0.041428571,16,6,0.375,0,20,1.9375,0.04505814,40.6875,5.54154628
67,Borrow Pit 1,,2008,49,0,0,0,43,0,0,-0.34657359,0.022989518,0,157.48,27.58333333,15.97222222,11.61111111,125.476,136.906,2008,8.533697632,160,-2.143290832,10.67698846,718.566,8.443223443,2.171428571,3.147142857,16,6,0.375,0,20,1.9375,0.04505814,40.6875,0.98894603
68,Borrow Pit 1,,2009,51,0,0,0,43,0,0,-0.549306144,0.045462374,0,291.338,27.1953405,16.69354839,10.50179211,157.48,125.476,2009,7.682539683,144,-3.857142857,11.53968254,617.22,8.533697632,1.68,-1.39,16,6,0.375,0,20,1.9375,0.04505814,40.6875,12.15289456
69,Borrow Pit 1,,2010,73,0,0,0,43,0,0,0,0,0,159.258,29.01433692,16.69354839,12.32078853,291.338,157.48,2010,8.623321123,157,-1.184371184,9.807692308,607.314,7.682539683,-1.4,2.171428571,16,6,0.375,0,20,1.9375,0.04505814,40.6875,6.543866301
70,Borrow Pit 1,,2011,43,0,0,0,43,0,0,0,0,0,401.066,28.57526882,16.87275986,11.70250896,159.258,291.338,2011,7.155067155,148,-4.13003663,11.28510379,420.624,8.623321123,1.992857143,1.68,16,6,0.375,0,20,1.9375,0.04505814,40.6875,0
71,Borrow Pit 1,,2012,10,0,0,0,43,0,0,0,0,0.972955075,137.16,29.24731183,17.27598566,11.97132616,401.066,159.258,2012,11.2973138,172,-0.451770452,11.74908425,714.248,7.155067155,-1.994285714,-1.4,16,6,0.375,0,20,1.9375,0.04505814,40.6875,47.23637517
72,Borrow Pit 1,,2013,18,0,-9999,0,43,0,0,0,0,0.34657359,151.384,28.24074074,17.42592593,10.81481481,137.16,401.066,2013,8.401234568,161,-1.530864198,9.932098765,499.872,11.2973138,-0.161428571,1.992857143,16,6,0.375,0,20,1.9375,0.04505814,40.6875,3.739352172
73,Borrow Pit 1,,2014,53,6,5,6,43,0,0.139534884,0.972955075,0,-0.972955075,162.56,27.46415771,15.45698925,12.00716846,151.384,137.16,2014,6.95970696,139,-4.792429792,11.75213675,466.852,8.401234568,-1.127142857,-1.994285714,16,6,0.375,0,20,1.9375,0.04505814,40.6875,10.16750137
74,Borrow Pit 1,,2015,52,1,1,1,43,0,0.023255814,0.34657359,0,-0.34657359,86.106,29.06810036,16.87275986,12.1953405,162.56,151.384,2015,6.48046398,140,-4.618437118,11.0989011,406.654,6.95970696,-2.591428571,-0.161428571,16,6,0.375,0,20,1.9375,0.04505814,40.6875,8.629974335
75,Borrow Pit 1,,2016,23,0,0,0,43,0,0,-0.972955075,0.130620182,0,169.418,29.40898345,17.39952719,12.00945626,86.106,162.56,2016,11.45112325,169,-0.230722526,11.68184578,464.566,6.48046398,-3.891428571,-1.127142857,16,6,0.375,0,20,1.9375,0.04505814,40.6875,8.297825281
76,Borrow Pit 1,,2017,29,0,0,0,43,0,0,-0.34657359,0.022989518,0.34657359,164.084,27.79569892,15.91397849,11.88172043,169.418,86.106,2017,9.691697192,166,-1.510989011,11.2026862,483.87,11.45112325,-2.134285714,-2.591428571,16,6,0.375,0,20,1.9375,0.04505814,40.6875,3.407203118
77,Borrow Pit 1,,2018,40,0,0,0,43,0,0,0,0,0,168.656,29.56989247,18.53942652,11.03046595,164.084,169.418,2018,9.014041514,156,-1.929181929,10.94322344,403.606,9.691697192,1.014285714,-3.891428571,16,6,0.375,0,20,1.9375,0.04505814,40.6875,5.209397226
78,Borrow Pit 1,,2019,41,1,1,1,43,0,0.023255814,0.34657359,0,NA,185.166,29.10394265,16.59498208,12.50896057,168.656,164.084,2019,7.295482295,160,-2.683150183,9.978632479,423.164,9.014041514,2.084285714,-2.134285714,16,6,0.375,0,20,1.9375,0.04505814,40.6875,52.48487812
79,Borrow Pit 2,,2005,41,50,51,50,93,0,0.537634409,NA,NA,NA,87.122,28.46994536,16.70309654,11.76684882,175.768,133.35,2005,6.830808081,142,-4.185606061,11.01641414,530.352,6.869244936,0.041428571,1.302857143,16,16,1,4,53,22.6875,0.243951613,40,53.41971532
80,Borrow Pit 2,,2006,32,30,30,30,93,0,0.322580645,NA,NA,NA,136.906,27.92843691,16.56308851,11.3653484,87.122,175.768,2006,8.482905983,157,-2.545787546,11.02869353,485.394,6.830808081,3.147142857,0.134285714,16,16,1,4,53,22.6875,0.243951613,40,30.80345847
81,Borrow Pit 2,,2007,47,15,15,15,93,0,0.161290323,-0.579618455,0.430245137,0.405465108,125.476,27.79599271,15.6284153,12.16757741,136.906,87.122,2007,8.443223443,155,-2.432844933,10.87606838,491.998,8.482905983,-1.39,0.041428571,16,16,1,4,53,22.6875,0.243951613,40,21.87936261
82,Borrow Pit 2,,2008,41,6,6,6,93,0,0.064516129,-0.744038528,0.279584862,0.499264415,157.48,27.58333333,15.97222222,11.61111111,125.476,136.906,2008,8.533697632,160,-2.143290832,10.67698846,718.566,8.443223443,2.171428571,3.147142857,16,16,1,4,53,22.6875,0.243951613,40,13.0877326
83,Borrow Pit 2,,2009,51,35,35,35,93,0,0.376344086,0.405465108,0.149531734,-0.224012361,291.338,27.1953405,16.69354839,10.50179211,157.48,125.476,2009,7.682539683,144,-3.857142857,11.53968254,617.22,8.533697632,1.68,-1.39,16,16,1,4,53,22.6875,0.243951613,40,35.32365884
84,Borrow Pit 2,,2010,59,18,18,18,93,0,0.193548387,0.499264415,0.062520357,0.156828779,159.258,29.01433692,16.69354839,12.32078853,291.338,157.48,2010,8.623321123,157,-1.184371184,9.807692308,607.314,7.682539683,-1.4,2.171428571,16,16,1,4,53,22.6875,0.243951613,40,6.902370934
